From Date,PM2dot5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind Speed
28-02-2021 00:00,91.14,265.03,111.35,45.51,114.99,33.19,8.19,0.89,6.57,0.51
01-03-2021 00:00,88.71,273.63,46.15,46.98,62.61,18.23,11.26,0.66,8.45,0.82
02-03-2021 00:00,81.36,288.17,35.21,44.48,52.35,30.94,14.1,0.58,8.75,0.97
03-03-2021 00:00,132.51,304.44,48.62,37.08,59.37,21.55,7.42,1.05,6.99,0.54
04-03-2021 00:00,155.92,359.1,64.55,56.22,86.8,28.51,11.11,1.44,12.64,0.35
05-03-2021 00:00,128.5,306.55,54.05,50.26,70.79,26.09,9.7,0.88,7.11,0.72
06-03-2021 00:00,132.45,300.85,37.6,50.48,57.51,34.33,8.67,0.94,6.56,0.6
07-03-2021 00:00,151.03,355.48,71.37,38.38,78.61,30.65,7.48,1.32,7.46,0.99
08-03-2021 00:00,110.85,282.17,17.62,42.15,36.78,43.48,7.91,0.99,11.42,1.28
09-03-2021 00:00,146.65,350.06,29.4,23.72,36.59,38.05,6.87,1.22,7.45,0.97
10-03-2021 00:00,93.33,239.77,25.73,26.54,35.1,30.7,6.41,1.02,7.97,0.39
11-03-2021 00:00,130.6,315.84,41.81,19.13,44.26,36.96,7.69,1.28,8.04,0.61
12-03-2021 00:00,84.74,185.92,47.45,20.62,49.65,39.16,7.22,1.06,8.08,0.91
13-03-2021 00:00,146.65,289.21,33.57,27.88,42.2,40.07,7.81,1.04,6.41,0.41
14-03-2021 00:00,132.79,264.74,25.55,32.21,37.96,42.72,7.13,0.88,5.11,0.41
15-03-2021 00:00,120.4,286.97,30,38.61,44.98,48.16,8.06,0.92,6.55,0.43
16-03-2021 00:00,131.17,383.2,26.16,28.65,36.57,40.65,7.73,0.85,5.78,0.44
17-03-2021 00:00,130.12,409.29,22.06,24.66,31.11,38.99,7.11,0.87,6.26,0.37
18-03-2021 00:00,132.52,434.53,37.18,26.61,44.47,40.15,6.84,1.08,6.94,0.29
19-03-2021 00:00,107.03,331.99,25.44,22.39,32.65,42.72,7.32,0.92,7.34,0.37
20-03-2021 00:00,179.7,331,30.52,48.71,50.8,69.03,6.65,0.87,6.67,0.29
21-03-2021 00:00,None,None,None,None,None,None,None,None,None,None
22-03-2021 00:00,69.08,324.61,14.6,27.07,26.32,47.14,7.86,1.21,7.25,0.77
23-03-2021 00:00,70.56,308.26,33.38,26.26,41.18,43.21,7.31,0.97,6.75,0.8
24-03-2021 00:00,87.46,240.94,30.12,26.96,38.9,41.61,8.1,0.83,5.98,0.42
25-03-2021 00:00,71.64,211.18,18.2,35.84,33.9,39.49,10.84,0.67,15.95,0.54
26-03-2021 00:00,104.25,243.21,14.78,45.32,36.02,36.01,21.96,0.96,38.18,0.45
27-03-2021 00:00,138.36,317.89,36.97,62.88,63.57,38.59,30.85,1.16,41.58,0.33
28-03-2021 00:00,119.71,282.46,34.58,53.64,56.72,39.3,22.18,0.83,56.42,0.46
29-03-2021 00:00,85.92,270.75,26.79,48.28,47.51,40.69,18.08,1.68,47.24,0.3
30-03-2021 00:00,103.93,411.07,30.81,38.29,45.19,47.81,16.02,1.08,42.17,0.7
31-03-2021 00:00,63.14,287.88,7.36,31.33,22.61,29.08,16.64,0.52,50.07,0.64
01-04-2021 00:00,58.66,291.44,7.6,30.11,22.21,26,17.04,0.45,47.21,0.79
02-04-2021 00:00,92.99,246.08,17.13,47.77,39.38,23.83,24.9,0.77,34.52,0.44
03-04-2021 00:00,97.04,252.67,39.91,51.96,60.17,33.8,23.08,0.92,41.4,0.3
04-04-2021 00:00,109.06,265.27,24.42,55.22,49.28,35.44,27.69,1.04,40.14,0.38
05-04-2021 00:00,101.12,267.41,24.39,64.79,54.14,39.57,31.22,1.19,54.42,0.4
06-04-2021 00:00,152.85,389.46,15.36,63,46.03,47.57,34.08,1.26,68.78,0.65
07-04-2021 00:00,76.1,272.55,7.59,35.77,25.21,39.93,17.23,0.65,54.92,0.62
08-04-2021 00:00,75.69,228.51,16.26,49.22,39.44,37.99,19.76,0.81,51.39,0.37
09-04-2021 00:00,80.38,251.24,28.93,60.34,55.68,36.95,23.25,0.89,37.82,0.47
10-04-2021 00:00,76.56,239.29,24.11,58.74,50.9,35.75,28.24,0.81,39.98,0.36
11-04-2021 00:00,100.98,289.52,27.36,59.96,54.2,37.78,29.7,1.1,55.03,0.31
12-04-2021 00:00,130.35,337.52,30.02,58.79,55.46,41.06,30.62,1.02,35.82,0.3
13-04-2021 00:00,122.31,334.16,22.63,54.73,47.34,38.91,27.74,0.89,41.28,0.38
14-04-2021 00:00,74,262.83,15.92,49.97,39.56,39.01,22.22,0.79,40.25,0.44
15-04-2021 00:00,118.11,334.79,19.74,52.43,43.98,30.58,25.01,0.9,41.03,0.4
16-04-2021 00:00,92.14,325.44,22.99,47.86,44.19,39.54,23.78,0.71,40.94,0.75
17-04-2021 00:00,62.78,140.86,10.37,31.26,25.08,49.53,13.52,0.64,36.27,0.49
18-04-2021 00:00,108.1,250.31,10.43,37.83,28.42,44.35,24.89,0.87,50.71,0.33
19-04-2021 00:00,110.93,306.56,21.1,51.86,44.59,43.56,22.22,1.02,41.47,0.38
20-04-2021 00:00,82.96,260.64,7.51,34.13,24.28,41.27,28.59,0.53,45.13,0.61
21-04-2021 00:00,62.64,141.18,5.48,22.32,16.18,39.99,15.98,0.55,50.91,0.42
22-04-2021 00:00,53.88,162.35,5.12,29.31,19.64,34.8,16.83,0.55,63.27,0.86
23-04-2021 00:00,49.09,135.17,6.48,25.49,18.84,34.35,16.42,0.6,44.85,0.84
24-04-2021 00:00,62.24,162.1,8.79,37.42,27,30.4,15.55,0.66,47.7,0.48
25-04-2021 00:00,113.97,235.97,17.78,42.38,37.04,33.45,24.83,1.01,51.72,0.42
26-04-2021 00:00,223.44,389.22,40.23,63.41,69.01,32.05,36.67,1.89,59.5,0.28
27-04-2021 00:00,235.23,454.49,60.5,67.37,97,41.62,34.01,1.96,57.52,0.31
28-04-2021 00:00,250.14,453.47,34.44,57.71,58.77,40.18,34.23,1.63,58.5,0.31
29-04-2021 00:00,184.53,413.42,14.43,44.29,35.06,37.68,28.98,1,58.51,0.43
30-04-2021 00:00,135.1,364.21,17.28,43.55,37.09,39.01,26.78,1.01,58.99,0.39
01-05-2021 00:00,78.35,255.25,6.95,32.85,23.07,38.84,20.47,0.75,82.38,0.6
02-05-2021 00:00,81.32,234.64,10.29,38.22,28.72,40.69,17.39,0.88,55.43,0.57
03-05-2021 00:00,109.96,324.86,7.21,34.43,24.11,36.64,20.13,0.9,43.87,0.34
04-05-2021 00:00,69.66,204.16,6.95,32.17,22.71,42.49,15.68,0.8,51.55,0.52
05-05-2021 00:00,66.82,191.6,5.83,26.86,19.05,50.44,19.31,0.81,76.35,0.91
06-05-2021 00:00,51.45,158.44,5.98,23.29,17.16,53.19,13.51,0.73,64.74,1.15
07-05-2021 00:00,66.09,134.79,9.07,31.14,23.87,54.9,15.09,0.91,56.22,0.42
08-05-2021 00:00,95.08,181.71,13.48,40.66,32.48,51.16,16.65,0.94,64.37,0.41
09-05-2021 00:00,59.73,152.03,6.49,29.37,20.91,50.88,15.45,0.78,76.4,0.87
10-05-2021 00:00,58.8,174.24,13.04,43.72,33.01,54.47,15.68,0.84,44.4,0.72
11-05-2021 00:00,59.33,151.45,8.38,25.27,20.1,59.12,13.18,0.82,52.6,0.77
12-05-2021 00:00,44.69,156.24,8.9,25.05,20.59,49.83,13.81,0.72,43.14,0.74
13-05-2021 00:00,41.56,92.11,7.87,24.22,19.3,51.95,12.68,0.78,45.35,1
14-05-2021 00:00,55.2,128.59,7.38,26.5,19.97,50.47,15.58,0.84,51.82,0.6
15-05-2021 00:00,47.94,195.17,11.08,30.43,25.21,35.26,14.44,0.72,44.06,0.57
16-05-2021 00:00,92,192.35,21.92,38.44,42.31,32.98,24.78,1.63,54.53,0.29
17-05-2021 00:00,107.99,262.96,30.38,68.57,67.87,44.11,19.56,1.4,42.41,0.42
18-05-2021 00:00,25.71,73.98,7.48,26.8,20.36,44.51,12.37,0.68,28.89,0.96
19-05-2021 00:00,39.65,60.52,7.63,19.04,16.34,40.14,9.96,0.84,23.55,0.78
20-05-2021 00:00,46.15,78.3,7.73,22.11,18,40.89,10.18,1.09,35.11,0.8
21-05-2021 00:00,28.37,68.79,9.32,28.32,22.57,37.15,12.06,0.94,37.67,0.88
22-05-2021 00:00,37.86,83.3,11.07,27.88,23.75,34.15,12.74,1.09,45.15,0.55
23-05-2021 00:00,120.62,403.65,8.72,26.86,21.4,36.67,11.34,0.9,36.78,0.38
24-05-2021 00:00,68.82,192.16,6.93,32,22.62,34.29,14.44,0.77,47.26,0.43
25-05-2021 00:00,61.56,185.03,13.44,39.73,32.09,36.13,15.32,0.9,53.12,0.49
26-05-2021 00:00,85.42,217.49,31.77,50.8,52.36,38.58,18.56,1.41,47.93,0.34
27-05-2021 00:00,66.03,185.61,21.47,45.82,41.69,48.91,13.07,1.23,45.18,0.4
28-05-2021 00:00,28.09,103.94,6.37,21.78,16.71,51.82,11.01,0.68,51.79,1.64
29-05-2021 00:00,15.02,104.47,5.87,16.09,13.29,37.31,10.81,0.57,46.38,1.94
30-05-2021 00:00,22.35,126.21,5.97,21.26,15.99,29.08,10.5,0.63,48.04,1.22
31-05-2021 00:00,42.4,169.54,14.59,43.45,35,22.72,13.69,0.91,44.34,0.61
01-06-2021 00:00,27.68,115.14,9.2,23.25,19.88,22.51,9.72,0.7,46.54,0.81
02-06-2021 00:00,60.55,151.51,11.86,31.87,26.41,28.4,14.03,0.93,43.33,0.53
03-06-2021 00:00,82.29,181.32,9.33,36.82,27.18,35.42,14.26,1.03,69.38,0.3
04-06-2021 00:00,87.05,192.54,9.05,30.22,23.37,42.91,14.6,0.94,54.87,0.56
05-06-2021 00:00,44,127.64,9.39,32.03,24.69,38.29,11.92,0.77,46.64,0.7
06-06-2021 00:00,46.51,179.38,13.06,34.12,28.78,35.84,11.47,0.95,43.45,0.27
07-06-2021 00:00,75.58,215.43,11.88,43.6,33.03,33.52,14.96,1.19,46.36,0.37
08-06-2021 00:00,81.6,447.94,15.64,34.75,31.24,33.62,14.49,1.02,19.63,0.4
09-06-2021 00:00,66.25,372.95,11.92,30.05,25.56,32.1,13.28,1.02,23.82,0.53
10-06-2021 00:00,53.75,225.24,10.09,22.96,20.44,48.2,10.08,0.87,34.52,1.44
11-06-2021 00:00,36.11,145.27,10.06,31.07,24.75,43.02,9.68,0.86,42.26,1.07
12-06-2021 00:00,35.03,114.57,9.25,23.02,19.82,42.58,10.02,0.81,32.29,1.57
13-06-2021 00:00,46.06,103.25,9.95,24.84,21.32,35.62,9.55,0.98,28.23,0.74
14-06-2021 00:00,39.21,107.06,10.15,23.72,20.9,36.7,10.06,0.84,39.74,0.66
15-06-2021 00:00,32.61,136.09,8.97,19.23,17.55,38.83,9.88,0.73,34.6,0.93
16-06-2021 00:00,42.69,93.26,8.97,23.44,19.7,30.81,9.02,0.91,30.28,0.58
17-06-2021 00:00,57.95,116.03,12.99,23.3,22.98,38.66,7.26,0.98,22.3,0.51
18-06-2021 00:00,25.58,69.99,9.98,19.02,18.26,39.76,8.38,0.74,27.68,0.95
19-06-2021 00:00,27,64.04,9.75,15.14,16,34.47,9.28,0.68,16.86,0.6
20-06-2021 00:00,20.82,43.25,7.77,11.71,12.57,29.9,7.82,0.69,19.26,0.53
21-06-2021 00:00,33.92,75.7,9.82,20.48,18.91,28.34,8.21,0.9,25.33,0.45
22-06-2021 00:00,52.73,172.97,9.71,29.66,23.61,27.99,10.21,0.91,38.66,0.45
23-06-2021 00:00,80.93,283.69,22.69,34.74,36.98,29.94,11.29,0.99,50.47,0.49
24-06-2021 00:00,51.4,155.8,9.02,22.59,19.36,32.77,8.04,0.79,39.59,1
25-06-2021 00:00,60.57,193.56,10.7,28.47,23.86,34.7,10.28,0.84,39.32,0.48
26-06-2021 00:00,45.85,150.64,11.72,30.99,26.04,28.29,8.77,1.03,32.42,0.43
27-06-2021 00:00,73.86,187.07,11.08,28.09,23.98,33.23,9.17,1,47.65,0.56
28-06-2021 00:00,60.21,157.95,11.41,34.53,27.67,39.16,9.35,1.05,51.36,0.44
29-06-2021 00:00,79.39,249.08,12.87,45.85,34.88,36.58,11.08,1.17,41.54,0.51
30-06-2021 00:00,71.03,372.83,11.55,33.5,27.24,37.79,11.53,0.87,23.63,0.48
01-07-2021 00:00,52.61,260.76,10.49,17.76,18.01,34.5,10.62,1,24.37,0.42
02-07-2021 00:00,57.36,286.9,11.51,20.32,20.09,35.88,10.58,0.75,18.77,0.69
03-07-2021 00:00,38.17,146.58,11.11,28.03,23.96,41.78,7.72,0.75,24.92,0.67
04-07-2021 00:00,74.86,229.79,11.38,12.44,15.9,19.12,11.76,0.96,13.55,0.37
05-07-2021 00:00,64.5,195.24,12.51,9.25,15.13,17.87,7.09,0.78,8.61,0.28
06-07-2021 00:00,53.56,203.92,7.73,9.15,11.11,22.62,7.17,0.9,8.64,0.41
07-07-2021 00:00,73.33,235.4,9.72,12.42,14.54,26.11,6.69,0.98,8.52,0.43
08-07-2021 00:00,49.13,222.91,8.77,10.7,12.85,27.55,7.36,0.75,6.75,0.54
09-07-2021 00:00,41.61,107.46,6.33,8.63,9.75,26.5,6.69,0.74,7.63,1.1
10-07-2021 00:00,31.91,87.14,5.95,14.33,12.43,27.62,7.59,0.76,9.54,1.06
11-07-2021 00:00,40.05,104.45,5.2,23.19,16.48,25.82,7.27,0.7,10.62,1.65
12-07-2021 00:00,32.43,81.88,4.38,21.85,15.11,24.92,6.94,0.68,8.14,1.62
13-07-2021 00:00,27.1,56.5,7.4,22.23,17.86,29.4,6.83,0.79,3.15,0.79
14-07-2021 00:00,35.54,66.46,13.67,31.18,27.73,22.92,6.92,0.88,2.23,0.54
15-07-2021 00:00,46.59,81.51,14.75,28.7,27.29,25.08,7.24,0.98,3.02,0.64
16-07-2021 00:00,51.42,107.5,12.37,28.62,25.31,32.06,7.5,0.97,3.86,0.58
17-07-2021 00:00,53.94,120.59,9.82,26.43,22.07,28.84,6.59,0.89,4.7,0.58
18-07-2021 00:00,34.59,86.74,7.78,27.67,21.06,24.99,6.54,0.8,3.48,0.83
19-07-2021 00:00,18.11,31.36,8.58,29.6,22.74,31.71,7.52,0.81,4.48,0.52
20-07-2021 00:00,36.76,65.74,16.22,27.48,27.71,28.65,6.64,0.94,6.04,0.35
21-07-2021 00:00,43.48,94.72,28.04,33.78,40.83,43.34,7.02,1.18,2.29,0.32
22-07-2021 00:00,20.88,57.36,6,24.2,17.8,131.34,None,0.14,11.63,None
23-07-2021 00:00,41.16,112.78,22.85,35.02,36.38,66.89,10.77,1.17,11.56,0.48
24-07-2021 00:00,47.8,107.48,52.39,38.98,63.44,44.44,7.5,0.88,9.81,0.5
25-07-2021 00:00,43.66,102.65,41.64,34.82,52.47,41.75,6.34,0.68,8.97,0.75
26-07-2021 00:00,50.38,103.75,27.38,34.29,40.56,38.51,7.53,0.85,11.16,0.67
27-07-2021 00:00,43.07,77.12,35.38,34.97,47.45,34.42,6.3,0.95,8.55,0.33
28-07-2021 00:00,26.74,53.67,44.47,42.72,58.98,34.89,6,0.81,7.26,0.27
29-07-2021 00:00,27.03,66.55,36.92,32.75,47.52,33.05,6.7,0.76,8.18,0.41
30-07-2021 00:00,30.81,57.93,25.82,21.7,32.58,29.87,6.71,0.81,8.11,0.41
31-07-2021 00:00,27.97,58.92,25.05,24.61,33.07,37.35,8.25,0.7,9.7,0.45
01-08-2021 00:00,42.74,57.94,62.53,37.56,70.97,56.1,6.8,0.92,8.8,0.42
02-08-2021 00:00,48.93,61.25,71.8,41.61,80.67,48.62,6.53,1,7.73,0.27
03-08-2021 00:00,29.64,71.04,34.51,33.72,46.07,41.67,7.89,0.72,9.62,0.53
04-08-2021 00:00,31.17,80.67,33.31,29.68,42.61,28.91,7.12,0.65,7.69,0.57
05-08-2021 00:00,42.84,92.44,31.03,27.57,39.96,28.49,7.71,0.77,9.59,0.37
06-08-2021 00:00,41.5,97.48,25.43,31.02,37.24,34.14,7.07,0.7,8.73,0.32
07-08-2021 00:00,48.32,106.52,30.64,27.84,39.79,41.38,7.17,0.9,8.03,0.36
08-08-2021 00:00,49.12,87.61,38.06,31.21,47.63,39.98,7.26,0.93,5.72,0.34
09-08-2021 00:00,59.75,117.29,34.46,35.44,46.94,34.91,6.33,0.85,6.32,0.53
10-08-2021 00:00,46.73,179.32,28.16,33.81,40.94,33.75,6.8,0.77,6.04,0.33
11-08-2021 00:00,34.97,155.18,23.15,31.53,35.64,33.43,6.37,0.66,6.36,0.3
12-08-2021 00:00,35.55,159.43,19.52,29.52,31.62,37.52,6.21,0.75,7.35,0.34
13-08-2021 00:00,43.04,158.72,16.55,27.9,28.34,52.31,6.62,0.75,12.78,0.3
14-08-2021 00:00,34.18,146.27,7.75,21.23,17.63,55.17,8.69,0.69,13.59,0.36
15-08-2021 00:00,38.99,162.3,7.27,19.84,16.48,47.53,8.04,0.79,13.9,0.36
16-08-2021 00:00,39.94,174.3,7.62,23.6,18.78,48.57,11.15,0.92,20.13,0.36
17-08-2021 00:00,56.09,213.01,10.81,30.48,25.02,52.96,10.79,1.01,14.54,0.39
18-08-2021 00:00,64.84,206.29,10.76,39.64,29.86,70.03,9.95,1,31.59,0.42
19-08-2021 00:00,70.67,190.2,12.46,35.49,29.04,49.83,10.01,1.1,23.97,0.38
20-08-2021 00:00,35.69,75.84,9.73,24.52,20.98,51.95,8.64,0.75,13.65,0.79
21-08-2021 00:00,24.56,35.8,13.34,25.43,24.41,42.01,7.5,0.93,13.86,0.57
22-08-2021 00:00,38.97,69.95,19.59,26.85,30.26,46.95,7.26,1.15,17.6,0.84
23-08-2021 00:00,45.36,96.71,18.25,34.92,33.45,48.63,7.68,1.29,32.35,0.29
24-08-2021 00:00,63.65,135.41,21.78,30.93,34.21,31.28,7.52,1.58,15.46,0.29
25-08-2021 00:00,44.68,155.23,14.59,26.79,26.14,52.35,8.38,0.98,13.73,0.4
26-08-2021 00:00,43,180.36,15.59,29.28,28.28,44.82,7.61,1.02,17.34,0.27
27-08-2021 00:00,45.35,190.99,13.55,34.79,29.55,37.23,8.33,0.73,20.75,0.42
28-08-2021 00:00,53.04,161.92,15.97,36.08,32.21,37.3,8.5,1.05,27.59,0.51
29-08-2021 00:00,57.39,140.2,14.62,30.69,28.24,39.83,7.8,0.88,23.59,0.86
30-08-2021 00:00,22.89,59.16,11.14,23.38,21.53,42.68,7.56,0.68,19.32,0.87
31-08-2021 00:00,24.44,50.35,17.36,26.82,28.42,32.46,8.53,0.89,9.79,0.65
01-09-2021 00:00,25.46,42.94,21.52,24.64,30.66,29.32,7.91,0.85,9.67,0.4
02-09-2021 00:00,31.18,63.82,26.91,26.42,36,23.93,7.32,1.15,14.53,0.36
03-09-2021 00:00,26.79,69.61,16.24,28.42,28.36,27.31,7.52,1.01,25.82,0.69
04-09-2021 00:00,32.44,72.99,26.85,34.1,40.03,28.16,7.94,1.33,26.49,0.41
05-09-2021 00:00,49.05,114.22,52.46,36.97,62.44,58.02,8.18,1.33,15.81,0.29
06-09-2021 00:00,65.78,147.59,12.45,36.7,29.07,38.64,8.11,1.46,42.42,0.25
07-09-2021 00:00,46.17,87,11.45,26.33,23.35,29.72,7.54,0.91,14.9,0.72
08-09-2021 00:00,33.23,81,16.25,27.22,27.73,35.91,8.67,0.96,17.84,1.01
09-09-2021 00:00,40.15,96.53,36.42,31.69,46.55,32.43,7.94,0.93,16.17,0.77
10-09-2021 00:00,35.44,76.53,14.7,24.75,25.15,29.38,8.79,0.82,19.01,1.02
11-09-2021 00:00,18.38,30.85,10.81,26.28,22.79,28.48,7.35,0.82,16.68,0.67
12-09-2021 00:00,33.68,69.7,16.27,29.98,29.2,25.71,6.69,1.12,24.81,0.48
13-09-2021 00:00,34.58,69.23,18.2,24.36,27.8,21.65,7.12,0.85,14.87,0.4
14-09-2021 00:00,29.72,68.17,13.5,18.3,20.75,17.16,6.59,0.97,1.6,0.28
15-09-2021 00:00,21.74,87.5,23.85,24.44,32.45,34.87,8.1,1.17,10.85,0.72
16-09-2021 00:00,33.67,83.31,29.79,25.91,38.07,25.81,7.08,1.17,15.62,0.4
17-09-2021 00:00,24.27,55.68,17.91,19.96,25.22,38.78,7.35,0.68,17.15,0.41
18-09-2021 00:00,30.51,70.04,20.97,23.95,29.84,31.41,8.15,0.81,22.08,0.51
19-09-2021 00:00,41.43,98.24,16.85,21.47,25.16,26.77,7.74,0.83,26.27,0.77
20-09-2021 00:00,36,99.09,20.34,26.44,30.64,69.04,8.87,1.06,22.45,0.63
21-09-2021 00:00,29.31,71.88,23.92,26,33.34,66.11,8.04,0.9,23.26,0.71
22-09-2021 00:00,30.33,69.93,19.98,28.16,31.27,61.12,8.69,0.73,23.43,0.8
23-09-2021 00:00,30.42,79.38,16.3,23.49,25.79,62.49,8.71,0.63,24.57,0.97
24-09-2021 00:00,28.49,64.66,21.42,27.1,31.88,59.42,8.64,0.81,21.08,0.47
25-09-2021 00:00,30.06,61.91,19.02,23.52,28.02,60.5,7.98,0.69,21.67,0.34
26-09-2021 00:00,41.57,91.38,20,26.9,30.61,59.55,10.22,0.89,40.63,0.56
27-09-2021 00:00,65.13,134.93,22.03,30.5,34.19,60.66,10.76,0.98,45.53,0.39
28-09-2021 00:00,44.79,112.55,20.64,26.98,31.18,63.2,10.23,0.89,29.58,0.67
29-09-2021 00:00,39.64,129.73,22.38,25.44,31.78,68,10.27,0.86,32.63,0.84
30-09-2021 00:00,32.34,102.59,20.99,29.43,32.76,66.34,9.96,0.85,32.2,0.61
01-10-2021 00:00,53.94,154.95,35.63,42.63,51.72,65.68,9.47,1.45,33.55,0.29
02-10-2021 00:00,57.27,161.38,25.36,29.6,36.43,71.69,9.8,0.88,23.58,0.34
03-10-2021 00:00,51.76,138,20.06,28.72,31.64,83.13,9.12,0.63,17.31,0.35
04-10-2021 00:00,41.58,126.57,25.37,25.73,34.37,25.06,10.53,0.81,22.25,0.3
05-10-2021 00:00,43.83,129.03,16.7,38.73,34.21,23.24,12.23,1.05,29.48,0.24
06-10-2021 00:00,56.46,152.38,12.18,31.44,26.66,66.84,6.79,0.78,22.22,0.38
07-10-2021 00:00,68.93,199.96,19.09,44.44,39.21,94.67,7.28,1.12,22.5,0.46
08-10-2021 00:00,75.8,244.61,32.52,53.58,55.03,88.5,8.83,1.14,24.15,0.45
09-10-2021 00:00,65.64,252.53,51.24,58.35,72.81,98.02,10.48,1.26,16.9,0.28
10-10-2021 00:00,61.31,244.46,78.04,66.35,98.91,95.59,8.11,1.67,12.52,0.18
11-10-2021 00:00,58.61,217.74,97.66,57.09,113.48,94.07,9.84,1.47,8.69,0.24
12-10-2021 00:00,64.32,270.19,60.61,36.22,72.46,69.61,7.28,1.44,20.1,0.32
13-10-2021 00:00,78.84,270.12,25.82,42.99,43.91,83.06,5.34,1.12,13.11,0.49
14-10-2021 00:00,66.25,267.32,23.15,51.09,46.04,74.74,3.79,0.97,9.99,0.26
15-10-2021 00:00,75.9,288.54,34.34,60.03,59.93,80.47,7.8,2,27.17,0.28
16-10-2021 00:00,None,357.57,43.31,53.74,63.89,87.63,4.52,1.68,10.44,0.23
17-10-2021 00:00,43.55,187.25,23.9,28.46,34.63,96.8,2.32,1.13,7.4,0.5
18-10-2021 00:00,32.88,56.08,23.56,26.96,33.56,79.57,2.87,1.02,8.26,0.48
19-10-2021 00:00,62.43,164.15,21.38,41.92,39.51,84.62,3.56,1.27,9.1,0.27
20-10-2021 00:00,80.5,275.64,36.38,57.64,60.32,85.48,6.43,1.63,10.79,0.25
21-10-2021 00:00,66.73,297.67,50.18,63.45,74.66,85.34,4.71,0.98,12.18,0.23
22-10-2021 00:00,50.58,224.54,46.54,46.02,61.88,73.16,6.1,2.27,10.74,0.31
23-10-2021 00:00,54.96,216.36,57.67,68.93,83.67,85.96,7.64,1.6,13.64,0.48
24-10-2021 00:00,73.84,168.15,15.77,47.51,37.78,71.08,5.13,0.99,40.4,0.72
25-10-2021 00:00,48.33,196.18,13.8,54.24,39.91,78.85,7.82,1.36,47.89,0.44
26-10-2021 00:00,75.12,239.32,35.42,53.15,56.52,75.88,8.18,1.39,44.82,0.26
27-10-2021 00:00,76.33,333.91,29.3,70.29,60.87,82.72,15.71,1.54,55.52,0.36
28-10-2021 00:00,75.8,322.72,34.32,67.87,64.09,77.76,16.17,1.64,43.63,0.25
29-10-2021 00:00,87.7,395.66,56.65,68.46,81.09,82.97,16.26,2.01,50.73,0.21
30-10-2021 00:00,60.5,341.48,25.77,67.26,56.54,81.03,16.06,1.48,35.81,0.31
31-10-2021 00:00,92,438.29,33.5,68.22,80.16,83.3,15.99,1.9,48.15,0.31
01-11-2021 00:00,167,385.55,88.03,88.24,138.94,85.65,11.55,2.37,41.09,0.36
02-11-2021 00:00,170.42,347.67,56.27,80.33,88.6,83.91,9.99,2,39.7,0.45
03-11-2021 00:00,294.79,454.34,37.16,86.52,120.59,89.66,11.64,1.87,44.88,0.35
04-11-2021 00:00,401.06,544.27,34.76,71.85,67.81,100.39,23.47,2.38,36.13,0.21
05-11-2021 00:00,526.33,678.06,42.2,72.45,74.85,97.69,23.66,2.66,27.85,0.23
06-11-2021 00:00,385.69,524.05,15.75,67.08,48.34,85.29,14.52,2.03,39.01,0.27
07-11-2021 00:00,374.3,522.31,23.24,70.66,56.53,81.82,14.14,2.1,39.47,0.28
08-11-2021 00:00,346.17,507.29,23.14,75.4,58.96,145.65,17.22,2.12,43.07,0.3
09-11-2021 00:00,376.11,556.61,43.88,90.47,123.4,137.78,20.5,2.46,20.34,0.28
10-11-2021 00:00,314.74,511.97,65.54,108.8,158.08,94.65,20.62,2.76,48.85,0.21
11-11-2021 00:00,444.52,648.02,91.58,126.08,179.71,100.87,18.68,3.08,16.4,0.22
12-11-2021 00:00,519.47,759.47,66.67,110.21,183.72,98.49,16.11,2.64,25.69,0.2
13-11-2021 00:00,380.23,562.43,102.62,102.48,167.53,93.44,14.47,2.43,30.22,0.3
14-11-2021 00:00,299.91,462.68,69.77,98.26,173.8,90.11,18.72,1.75,34.87,0.21
15-11-2021 00:00,297.86,453.17,84.2,104.81,125.92,92.84,12.86,2.18,29.97,0.2
16-11-2021 00:00,367.8,537.96,71.72,101.17,119.1,90.59,15.77,2.32,33.18,0.22
17-11-2021 00:00,332.58,489.99,76.69,96.13,157.75,99.52,12.59,2.02,33.51,0.19
18-11-2021 00:00,321.09,506.33,93.37,109.32,164.34,104.66,15.08,2.46,48.45,0.18
19-11-2021 00:00,328.7,486.98,95.88,108.59,163.56,106.34,16.43,2.74,37.65,0.18
20-11-2021 00:00,319.47,461.38,67.62,109.86,119,100.31,14.65,2.07,35.08,0.2
21-11-2021 00:00,233.75,341.8,35.38,91.85,77.7,95.72,8.72,1.43,40.1,0.29
22-11-2021 00:00,183.81,312.34,17.35,79.35,56.33,82.17,10.7,1.17,34.08,0.26
23-11-2021 00:00,232.26,368.61,27.63,94.3,133.88,85.57,11.46,1.52,35.91,0.3
24-11-2021 00:00,353.23,493.92,81.33,144.1,209.65,100.72,10.98,3.05,42.08,0.21
25-11-2021 00:00,379.46,530.94,110.38,130.03,160.47,105.57,8.24,2.92,63.97,0.25
26-11-2021 00:00,423.8,582.41,93.74,110.34,188.36,113.6,9.95,2.37,31.53,0.18
27-11-2021 00:00,361.78,512.75,125.66,113.72,181,116.61,6.72,2.67,39.04,0.3
28-11-2021 00:00,327.58,450.5,87.94,104.44,128.65,117.77,4.02,2.42,28.71,0.2
29-11-2021 00:00,275.05,420.5,105.99,99.43,139.29,103.56,5.48,2.01,22.34,0.24
