From Date,PM2dot5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind Speed
31-08-2022 00:00,56.31,167.94,13.02,31.64,27.45,88.59,11,1.02,29.76,0.36
01-09-2022 00:00,55.74,156.79,10.48,30.77,24.91,89.02,11.16,0.93,35.17,0.31
02-09-2022 00:00,67.76,175.06,15.94,46.39,37.67,84.16,10.6,1.24,27.74,0.33
03-09-2022 00:00,45.95,165.43,13.31,31.49,27.61,80.26,10.05,0.92,22.61,0.4
04-09-2022 00:00,33.1,127.83,10.51,26.11,22.47,78.23,8.81,0.83,28.05,0.36
05-09-2022 00:00,34.25,135.32,11.66,27.1,23.92,70.98,8.92,0.83,29.53,0.37
06-09-2022 00:00,47.51,155.25,14,29.26,26.98,74.6,10.25,0.9,26.45,0.4
07-09-2022 00:00,58.34,154.07,11.24,33.91,27.2,60.09,11.58,0.91,31.18,0.39
08-09-2022 00:00,79.62,183.98,9.45,37.03,27.41,50.02,10.35,1.07,39.22,0.42
09-09-2022 00:00,71.64,156.64,9.4,31.53,24.45,51.03,10.23,1.06,34.41,0.44
10-09-2022 00:00,56.8,120.74,9.96,30.32,24.26,53.28,9.16,0.98,22.31,0.51
11-09-2022 00:00,39.11,107.05,10.1,30.38,24.4,50.43,12.62,0.88,33.71,0.56
12-09-2022 00:00,35.03,100.26,10.19,26.19,22.24,48.73,9.53,0.96,30.14,0.58
13-09-2022 00:00,26.53,79.75,15.84,29.74,28.73,48.45,9.22,0.89,18.4,0.64
14-09-2022 00:00,20.25,66.47,11.67,20.3,20.31,48.45,8.73,0.77,22.8,0.73
15-09-2022 00:00,17.29,38.01,10.08,12.14,14.68,46.7,8.2,0.74,20.71,0.39
16-09-2022 00:00,23.34,36.11,17.36,18.86,24.19,44.64,8.61,1.04,18.04,0.45
17-09-2022 00:00,39.79,98.77,21.46,24.86,30.72,45.37,9.62,1.05,21.89,0.39
18-09-2022 00:00,61.36,185.12,20.76,33.65,34.82,48.09,10.15,1.26,30.17,0.31
19-09-2022 00:00,74.64,175.26,18.87,34.35,33.66,52.25,8.83,1.31,26.86,0.31
20-09-2022 00:00,58.15,135.16,27.97,32.41,40.05,53.68,9.9,1.25,20.84,0.27
21-09-2022 00:00,49.04,102.44,23.44,34.09,37.25,52.1,9.16,1.16,22.04,0.23
22-09-2022 00:00,27.34,64.03,13.73,17.08,20.29,47.79,8.48,0.89,17.19,0.46
23-09-2022 00:00,26.72,None,9.98,21.86,19.77,46.77,8.72,0.87,19.27,0.34
24-09-2022 00:00,23.23,32.03,12.48,23.64,22.75,45.75,8.63,0.88,12.1,0.55
25-09-2022 00:00,27.78,59.69,13.87,20.99,22.48,44.72,9,1.56,12.92,0.37
26-09-2022 00:00,64.6,148.23,20.87,27.82,31.82,45.55,10.38,1.69,19.41,0.38
27-09-2022 00:00,58.47,150.92,19.74,29.51,31.79,47.42,9.25,1.55,17.8,0.32
28-09-2022 00:00,72.47,191.51,31.53,30.14,41.74,50.42,9.51,1.56,20.75,0.29
29-09-2022 00:00,83.2,201.12,9.76,42.52,30.58,68.31,None,1.47,18.6,0.24
30-09-2022 00:00,111.42,232.75,21.31,46.87,42.3,53.05,10.71,1.78,15.57,0.35
01-10-2022 00:00,108.21,255.01,22.91,50.31,45.44,50.86,11.21,1.79,19.2,0.28
02-10-2022 00:00,83.09,217.66,13.97,41.69,33.56,51.94,9.3,1.54,23.11,0.41
03-10-2022 00:00,54.93,198.12,12.03,36.37,29.16,55.61,9.6,1.34,26.09,0.55
04-10-2022 00:00,72.51,246.29,15.06,46.75,37.14,58.77,11.77,1.61,32.21,0.37
05-10-2022 00:00,84.42,233.4,15.06,48.81,38.24,57.65,12.48,1.77,27.44,0.4
06-10-2022 00:00,20.31,80.92,13.48,23.17,23.32,50.37,14.22,1.11,23.72,0.7
07-10-2022 00:00,17.98,52.84,12.75,19.34,20.69,46.79,10.59,1.14,12.01,0.55
08-10-2022 00:00,14.69,28.95,13.35,19.96,21.51,46.54,9.67,0.88,9,0.73
09-10-2022 00:00,8.77,15.48,9.85,12.35,14.61,45.32,7.77,0.48,11.8,0.62
10-10-2022 00:00,15.86,36.8,14.83,20.77,23.15,43.16,7.93,0.65,11.83,0.56
11-10-2022 00:00,63.7,146.25,22.65,49.52,44.8,51.56,8.69,1.25,24.25,0.28
12-10-2022 00:00,97.12,216.29,28.12,41.05,44.76,76.59,9.31,1.02,24.86,0.31
13-10-2022 00:00,88.94,215.99,17.77,45.07,38.46,79.33,9.66,0.96,22.59,0.38
14-10-2022 00:00,91.99,229.92,12.25,51.73,37.5,88.7,11.64,0.87,27.89,0.38
15-10-2022 00:00,116.35,282.18,25.73,67.88,57.07,97.13,16.34,1.32,39.61,0.28
16-10-2022 00:00,148.86,346.83,34.5,65.82,96.27,91.26,19.68,1.56,48.27,0.23
17-10-2022 00:00,145.11,343.33,62.05,70.76,89.93,98.14,18.07,1.62,50.22,0.27
18-10-2022 00:00,145.12,380.1,66.92,79.22,116.22,86.17,20.92,1.91,42.63,0.33
19-10-2022 00:00,107.45,295.85,35.32,79.36,160.98,90.56,13.41,2.22,43,0.29
20-10-2022 00:00,129.47,361.72,31.89,132.87,96.66,106.68,18.75,1.77,38.42,0.29
21-10-2022 00:00,157.86,350,51.78,104.05,133.3,105.63,15.13,1.67,27.99,0.3
22-10-2022 00:00,146.06,343.91,24.19,84.28,64.55,101.3,16.72,1.08,29.36,0.34
23-10-2022 00:00,181.8,366.8,38.02,89.19,78.46,98.59,19.95,1.34,4.88,0.23
24-10-2022 00:00,253.02,349.66,13.05,64.65,45.02,96.11,26.43,1.17,31.52,0.28
25-10-2022 00:00,172.59,329.13,12.79,58.61,41.6,94.71,28.14,1.16,42.55,0.36
26-10-2022 00:00,165.21,328.39,24.93,75.63,74.39,107.04,20.37,1.56,42.21,0.29
27-10-2022 00:00,260.35,473.47,63.24,85.1,172.72,112.52,21.86,2.57,49.56,0.27
28-10-2022 00:00,292.12,517.53,69.59,92.9,140.67,125.52,25.13,2.15,42.13,0.22
29-10-2022 00:00,288.84,530.81,65.64,85.08,137.58,128.55,21.3,2.2,44.14,0.28
30-10-2022 00:00,293.29,542.61,49.48,86.16,148.21,144.62,24.23,1.66,33.65,0.29
31-10-2022 00:00,344.33,605.55,61.93,100.21,149.24,126.74,21.52,2.77,39.54,0.25
01-11-2022 00:00,316.85,536.88,91.45,121.51,191.34,120.44,17.77,2.82,26.49,0.24
02-11-2022 00:00,331.19,577.92,48.08,96.83,90.7,109.77,17.1,1.99,23.88,0.28
03-11-2022 00:00,556.42,757.13,40.52,94.32,83.2,85.4,19.67,2.63,24.97,0.27
04-11-2022 00:00,411.42,677.74,37.32,121.74,183.78,48.48,17.68,3.16,39.9,0.26
05-11-2022 00:00,235.56,393.09,35.29,74.65,68.47,106.43,11.68,1.74,17.27,0.4
06-11-2022 00:00,207.4,352.26,60.05,76.08,89.43,102.46,12.42,1.9,6.49,0.28
07-11-2022 00:00,241.46,411.17,34.86,78.73,70.3,98.5,14.58,1.19,19.17,0.21
08-11-2022 00:00,289.04,455.17,25.5,67.27,56.57,102.17,13.3,1.51,15.64,0.27
09-11-2022 00:00,132.18,286.31,52.55,91.88,103.74,77.05,14.33,1.68,13.75,0.26
10-11-2022 00:00,227.04,420.09,67.21,81.08,97.92,36.23,14.98,1.71,13.27,0.26
11-11-2022 00:00,254.68,401.37,21.56,63.68,51.46,34.07,15.61,1.23,14.09,0.37
12-11-2022 00:00,221.45,389.2,15.03,66.78,47.77,34.13,15.24,1.06,21.57,0.32
13-11-2022 00:00,201.8,360.29,28.59,66.52,73.97,34.05,14.75,1.64,15.25,0.29
14-11-2022 00:00,179.16,322.78,23.45,68.69,168.31,34.05,17.44,1.99,22.59,0.23
15-11-2022 00:00,138.57,284.61,51.11,78.86,83.61,34.02,14.46,1.33,19.5,0.26
16-11-2022 00:00,145.28,291.42,17.13,65.18,48.64,60.43,16.64,0.89,20.6,0.31
17-11-2022 00:00,159.59,248.3,34.09,59.73,61.65,22.61,8.12,0.9,26.77,0.86
18-11-2022 00:00,202.46,398.25,49.07,75.11,79.96,87.83,19.97,1.48,26.21,0.26
19-11-2022 00:00,190,387.92,92.2,86.39,124.52,95.11,22.85,1.63,30.13,0.27
20-11-2022 00:00,204.88,385.79,33.65,84.51,72.39,101.05,21.9,1.31,34.78,0.26
21-11-2022 00:00,172.25,339.51,31.19,75.21,65.44,98.26,23.96,1.2,18.4,0.19
22-11-2022 00:00,141.94,299.99,32.71,72.23,65.08,93.01,26.93,1.17,22.77,0.2
23-11-2022 00:00,126.74,293.27,30.73,68.54,61.52,86.06,21.23,1.01,23.81,0.2
24-11-2022 00:00,164.95,319.09,42.78,76.3,104.02,90.61,23.96,1.46,23.24,0.2
25-11-2022 00:00,231.48,470.71,80.97,93.13,164.63,105.1,22.91,1.81,26.08,0.26
26-11-2022 00:00,226.56,460.95,47.96,85.38,84.52,119.34,24.02,1.37,29.05,0.21
27-11-2022 00:00,226.75,438,60.83,86.29,118.1,118.7,21.33,None,30.02,0.26
28-11-2022 00:00,269.56,492.02,78.57,88.07,156.77,111.21,24.69,1.48,33.57,0.24
29-11-2022 00:00,322.93,596.67,53.89,93.3,200.73,135.31,21.74,2.53,27.63,0.22
30-11-2022 00:00,280.9,509.14,94.86,83.27,139.57,123.33,18.19,2.17,22.29,0.29
01-12-2022 00:00,252.91,464.81,72.59,86.36,113.75,116.18,17.55,2.12,16.69,0.25
02-12-2022 00:00,265.49,505.01,54.06,91.9,166.23,118.85,19.6,2.21,26.89,0.25
03-12-2022 00:00,335.54,572.68,49.24,108.54,215.79,132.39,17.94,2.64,23.01,0.24
04-12-2022 00:00,326.58,568.92,69.83,80.33,122.76,122.53,14.93,2.12,21.47,0.26
05-12-2022 00:00,340.78,419.58,71.86,69.94,95.78,113.74,22.13,1.82,21.74,0.21
06-12-2022 00:00,197.13,357.77,16.8,56.19,43.59,124.96,17.42,1.08,27.2,0.23
07-12-2022 00:00,145.32,308.86,16.7,65.94,47.78,133.13,22.13,1.32,18.35,0.18
08-12-2022 00:00,185.1,356.52,34.34,62.66,61.32,113.24,18.63,1.49,21.91,0.2
09-12-2022 00:00,295.94,391.48,63.36,74.82,130.84,133.15,20.66,1.56,19.03,0.23
10-12-2022 00:00,285.12,517.58,92.99,85.7,142.57,147.15,17.47,1.9,18.76,0.21
11-12-2022 00:00,160.53,311.62,51.95,67.51,78.26,144.45,18.75,1.09,14.68,0.18
12-12-2022 00:00,122.19,278.78,42.92,66.1,70.16,128.54,16.09,1.09,15.42,0.2
13-12-2022 00:00,85.61,230.59,14.26,58.03,42.49,136.41,12.81,0.65,20.81,0.18
14-12-2022 00:00,104.79,235.12,19.96,59.92,48.14,105.01,14.38,0.86,20.89,0.23
15-12-2022 00:00,104.21,236.29,29.35,70.55,61.46,100.85,16.23,0.9,21.69,0.22
16-12-2022 00:00,188.39,359,66.74,80.92,97.45,99.55,17.74,1.92,22.56,0.24
17-12-2022 00:00,249.94,448.24,58.51,82.04,142.23,108.34,16.21,1.68,20.11,0.25
18-12-2022 00:00,347.14,553.27,65.71,84.07,113.39,124.56,21.21,1.79,18.04,0.2
19-12-2022 00:00,346.41,535.91,58.53,92.05,102.55,131.45,13.68,1.81,14.19,0.2
20-12-2022 00:00,259.37,434.68,51.1,73.55,80.78,134.13,11.98,1.52,13.1,0.21
21-12-2022 00:00,221.44,371.24,33.89,49.82,54.12,119.99,10.01,1.14,9.29,0.2
22-12-2022 00:00,272.5,482.11,48.97,66.94,75.53,129.31,11.96,1.49,9.62,0.19
23-12-2022 00:00,226.76,360.35,32.95,54.7,55.96,129.1,10.86,1.32,10.66,0.25
24-12-2022 00:00,205.36,343.56,40.73,64.23,67.37,135.67,13.25,1.26,6.72,0.19
25-12-2022 00:00,220.04,362.78,22.07,45.22,42.04,125.01,10.42,1.44,9.96,0.21
26-12-2022 00:00,247.75,403.39,45.69,53.01,65.44,128.62,11.44,1.59,5.65,0.18
27-12-2022 00:00,197.46,305.77,22.82,54.9,47.8,125.77,11.96,1.49,10.45,0.23
28-12-2022 00:00,190.59,332.75,24.88,57.64,50.94,110.58,12.84,1.19,17.42,0.26
29-12-2022 00:00,246.79,431.88,42.08,72.06,72.64,125.77,17.36,1.62,19.23,0.21
30-12-2022 00:00,305.22,508.75,43.69,66.3,72.68,122.8,15.13,1.75,15.87,0.35
31-12-2022 00:00,196.07,322.32,15.65,27.25,27.25,115.85,9.81,0.72,10.56,0.26
From Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,WS
01-01-2023 00:00,175.75,286.67,35.33,52.32,56.62,96.78,12.51,1.37,16.45,0.23
02-01-2023 00:00,227.72,359.75,17.51,38.53,34.77,96.7,11.54,1.3,13.96,0.26
03-01-2023 00:00,275.51,466.73,23.52,50.25,45.89,130.6,27.04,1.25,9.49,0.23
04-01-2023 00:00,231.49,375.05,26.05,49.7,47.68,118.49,12.54,1.21,9.03,0.24
05-01-2023 00:00,239.25,431.62,37.74,57.04,61.11,117.19,34.28,1.36,5.54,0.25
06-01-2023 00:00,256.91,483.87,27.72,62.95,56.08,108.45,22.48,1.65,6.58,0.21
07-01-2023 00:00,250.34,482.32,44.43,67.64,72.19,98.05,31.77,1.72,5.7,0.23
08-01-2023 00:00,294.73,476.04,50.66,57.61,71.95,120.28,15.16,1.79,6.04,0.2
09-01-2023 00:00,350.09,552.97,71.33,79.63,100.51,93.33,14.14,2.22,3.52,0.19
10-01-2023 00:00,297.18,468.78,72.2,75.71,98.32,93.89,13.57,2.1,3.35,0.19
11-01-2023 00:00,204.62,366.62,57.63,73.43,86.03,98.22,10.77,1.47,3.32,0.38
12-01-2023 00:00,236.53,412.56,66.6,61.78,87.17,114.72,10.64,1.92,4.01,0.41
13-01-2023 00:00,241.06,447.93,54.92,48.74,70.7,119.45,10.25,1.68,4.2,0.3
14-01-2023 00:00,175.44,313.01,21.9,47.31,43.05,112.42,10.22,0.96,3.38,0.19
15-01-2023 00:00,135,281.62,36.78,75.54,70.16,114.73,9.13,0.69,3.05,0.2
16-01-2023 00:00,179.35,354.23,63.48,87.09,98.04,112.32,9.02,1.42,2.94,0.21
17-01-2023 00:00,206.18,363.01,66.87,91.79,103.32,106.35,9.43,1.64,3.12,0.21
18-01-2023 00:00,239.37,484.64,88.71,89.82,122.29,94.65,9.39,1.42,3.22,0.23
19-01-2023 00:00,217.43,419.85,65.29,98.67,105.68,99.16,8.67,1.59,3.22,0.21
20-01-2023 00:00,99.56,182.32,38.69,86.62,77.58,105.04,8.1,0.78,3.24,0.38
21-01-2023 00:00,245.15,420.5,49.05,68.06,76.16,99.85,8.2,1.31,3.27,0.2
22-01-2023 00:00,277.81,455.76,81.6,62.4,99.72,94.36,9.7,1.4,3.19,0.21
23-01-2023 00:00,205.17,364.9,75.25,56.92,91.66,91.27,9.29,1.46,3.15,0.18
24-01-2023 00:00,76.72,187.2,62.15,34.18,67.66,117.91,11.74,1.1,3.27,0.46
25-01-2023 00:00,128.36,225.71,61.99,33.71,68.47,112.58,10.45,1,3.28,0.22
26-01-2023 00:00,160.47,263.44,25.96,22.75,33.24,99.75,8.8,0.79,3.18,0.22
27-01-2023 00:00,113.62,227.69,20.72,40.42,38.41,99.96,8.88,0.73,3.36,0.19
28-01-2023 00:00,149.22,294.77,38.07,61.42,63.74,110.32,7.91,0.9,3.39,0.27
29-01-2023 00:00,222,370.46,148.82,54.29,150.24,110.16,9.14,1.96,3.41,0.3
30-01-2023 00:00,108.99,183.56,74.28,37.12,80.28,103.08,8.72,1.22,3.48,0.35
31-01-2023 00:00,111.31,195.4,108.24,31.78,104.43,98.63,9.08,1.56,3.38,0.24
